Handle,Title,Body (HTML),Vendor,Product Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Variant SKU,Variant Price,Variant Inventory Qty,Image Src,Image Position,Image Alt Text
the-unveiling-low-rise-thong,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/The%20Unveiling%20Low%20Rise%20Thong/hf_20260731_104709_ab42afb1-8f7f-423d-a372-2f5fd443c24b.webp,3,The Unveiling Low Rise Thong - view 3
opening-act-halter-bralette,Opening Act Halter Bralette,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Aarambh,bras",TRUE,Size,XS,Color,Signature,OPE-001-SIG-XS,3500,10,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Halter%20Bralette/hf_20260731_125754_def3dd2f-94e5-43fc-b420-f69bf6367a76.webp,1,Opening Act Halter Bralette - Signature
opening-act-halter-bralette,,,,,,,Size,S,Color,Signature,OPE-001-SIG-S,3500,10,,,
opening-act-halter-bralette,,,,,,,Size,M,Color,Signature,OPE-001-SIG-M,3500,10,,,
opening-act-halter-bralette,,,,,,,Size,L,Color,Signature,OPE-001-SIG-L,3500,10,,,
opening-act-halter-bralette,,,,,,,Size,XL,Color,Signature,OPE-001-SIG-XL,3500,10,,,
opening-act-halter-bralette,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Halter%20Bralette/hf_20260731_125957_19a56285-6887-423a-86c3-e0de8d26a63a.webp,2,Opening Act Halter Bralette - view 2
opening-act-halter-bralette,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Halter%20Bralette/hf_20260731_130100_70a0d37c-f0e3-4ec6-b92f-eeebe48246df.webp,3,Opening Act Halter Bralette - view 3
opening-act-mid-rise-brief,Opening Act Mid Rise Brief,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,panties,"Aarambh,panties",TRUE,Size,XS,Color,Signature,OPE-001-SIG-XS,3500,10,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Mid%20Rise%20Brief/hf_20260731_125754_def3dd2f-94e5-43fc-b420-f69bf6367a76.webp,1,Opening Act Mid Rise Brief - Signature
opening-act-mid-rise-brief,,,,,,,Size,S,Color,Signature,OPE-001-SIG-S,3500,10,,,
opening-act-mid-rise-brief,,,,,,,Size,M,Color,Signature,OPE-001-SIG-M,3500,10,,,
opening-act-mid-rise-brief,,,,,,,Size,L,Color,Signature,OPE-001-SIG-L,3500,10,,,
opening-act-mid-rise-brief,,,,,,,Size,XL,Color,Signature,OPE-001-SIG-XL,3500,10,,,
opening-act-mid-rise-brief,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Mid%20Rise%20Brief/hf_20260731_125957_19a56285-6887-423a-86c3-e0de8d26a63a.webp,2,Opening Act Mid Rise Brief - view 2
opening-act-mid-rise-brief,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Opening%20Act%20Mid%20Rise%20Brief/hf_20260731_130100_70a0d37c-f0e3-4ec6-b92f-eeebe48246df.webp,3,Opening Act Mid Rise Brief - view 3
bold-move-unlined-bralette,Bold Move Unlined Bralette,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,bras,"Aarambh,bras",TRUE,Size,XS,Color,Signature,BOL-001-SIG-XS,3500,10,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Unlined%20Bralette/hf_20260722_055213_d20799a5-9cc2-4e8c-a257-bce92719f223.webp,1,Bold Move Unlined Bralette - Signature
bold-move-unlined-bralette,,,,,,,Size,S,Color,Signature,BOL-001-SIG-S,3500,10,,,
bold-move-unlined-bralette,,,,,,,Size,M,Color,Signature,BOL-001-SIG-M,3500,10,,,
bold-move-unlined-bralette,,,,,,,Size,L,Color,Signature,BOL-001-SIG-L,3500,10,,,
bold-move-unlined-bralette,,,,,,,Size,XL,Color,Signature,BOL-001-SIG-XL,3500,10,,,
bold-move-unlined-bralette,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Unlined%20Bralette/hf_20260731_110753_8ff6b426-a4f9-45f4-817b-cfae11bf3c32.webp,2,Bold Move Unlined Bralette - view 2
bold-move-unlined-bralette,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Unlined%20Bralette/hf_20260731_110940_3f0173f2-b29b-4779-a129-92a1b81d0aca.webp,3,Bold Move Unlined Bralette - view 3
bold-move-unlined-bralette,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Unlined%20Bralette/hf_20260731_111017_80496461-dc3f-4740-81de-15caff395c8f.webp,4,Bold Move Unlined Bralette - view 4
bold-move-mid-rise-bikini,Bold Move Mid Rise Bikini,A beautifully crafted piece for your everyday essential. Join the waitlist for exclusive access.,PYNCH,panties,"Aarambh,panties",TRUE,Size,XS,Color,Signature,BOL-001-SIG-XS,3500,10,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Mid%20Rise%20Bikini/hf_20260722_055213_d20799a5-9cc2-4e8c-a257-bce92719f223.webp,1,Bold Move Mid Rise Bikini - Signature
bold-move-mid-rise-bikini,,,,,,,Size,S,Color,Signature,BOL-001-SIG-S,3500,10,,,
bold-move-mid-rise-bikini,,,,,,,Size,M,Color,Signature,BOL-001-SIG-M,3500,10,,,
bold-move-mid-rise-bikini,,,,,,,Size,L,Color,Signature,BOL-001-SIG-L,3500,10,,,
bold-move-mid-rise-bikini,,,,,,,Size,XL,Color,Signature,BOL-001-SIG-XL,3500,10,,,
bold-move-mid-rise-bikini,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Mid%20Rise%20Bikini/hf_20260731_110753_8ff6b426-a4f9-45f4-817b-cfae11bf3c32.webp,2,Bold Move Mid Rise Bikini - view 2
bold-move-mid-rise-bikini,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Mid%20Rise%20Bikini/hf_20260731_110940_3f0173f2-b29b-4779-a129-92a1b81d0aca.webp,3,Bold Move Mid Rise Bikini - view 3
bold-move-mid-rise-bikini,,,,,,,,,,,,,,https://www.justpynch.com/images/models/Models%20New/Seductress/Bold%20Move%20Mid%20Rise%20Bikini/hf_20260731_111017_80496461-dc3f-4740-81de-15caff395c8f.webp,4,Bold Move Mid Rise Bikini - view 4
